step,q_pred_mean,q_structural,q_inflation,q_inflation_pct,return_realised,log_prob_start
50000,-81.7159,0.0000,-81.7159,nan,-3.2322,nan
75000,9.9991,0.0000,9.9991,nan,-0.2136,nan
100000,10.6569,0.0000,10.6569,nan,-0.0910,nan
125000,12.2350,0.0000,12.2350,nan,-0.0264,nan
150000,12.1897,0.0000,12.1897,nan,0.0305,nan
175000,12.1186,0.0000,12.1186,nan,0.0379,nan
200000,12.4863,0.0000,12.4863,nan,0.0229,nan
225000,12.3261,0.0000,12.3261,nan,0.0128,nan
250000,11.9025,0.0000,11.9025,nan,0.0124,nan
