step,q_pred_mean,q_structural,q_inflation,q_inflation_pct,return_realised,log_prob_start
50000,-70.0045,0.0000,-70.0045,nan,-3.0872,nan
75000,2.0693,0.0000,2.0693,nan,0.0346,nan
100000,9.5018,0.0000,9.5018,nan,0.0532,nan
125000,10.6592,0.0000,10.6592,nan,0.0607,nan
150000,10.7565,0.0000,10.7565,nan,0.0577,nan
175000,10.5808,0.0000,10.5808,nan,0.0542,nan
200000,10.6424,0.0000,10.6424,nan,0.0571,nan
225000,10.7783,0.0000,10.7783,nan,0.0639,nan
250000,10.3387,0.0000,10.3387,nan,0.0612,nan
