step,q_pred_mean,q_structural,q_inflation,q_inflation_pct,return_realised,log_prob_start
50000,-0.4869,0.0000,-0.4869,nan,-2.6735,nan
75000,3.1726,0.0000,3.1726,nan,-0.3340,nan
100000,4.0122,0.0000,4.0122,nan,-0.0039,nan
125000,9.2846,0.0000,9.2846,nan,0.0336,nan
150000,10.6307,0.0000,10.6307,nan,0.0597,nan
175000,10.3454,0.0000,10.3454,nan,0.0439,nan
200000,10.3536,0.0000,10.3536,nan,0.0563,nan
225000,10.2893,0.0000,10.2893,nan,0.0552,nan
250000,10.7802,0.0000,10.7802,nan,0.0564,nan
