step,frac_low_action,frac_low_rolling,collapsed
2000,0.12307692307692308,0.12307692307692308,0
4000,0.2846153846153846,0.20384615384615384,0
6000,0.2076923076923077,0.20512820512820515,0
8000,0.13846153846153847,0.18846153846153846,0
10000,0.07692307692307693,0.16615384615384615,0
12000,0.3384615384615385,0.19487179487179485,0
14000,0.16923076923076924,0.1912087912087912,0
16000,0.2076923076923077,0.19326923076923078,0
18000,0.14615384615384616,0.18803418803418803,0
20000,0.26153846153846155,0.19538461538461538,0
22000,0.13846153846153847,0.19692307692307692,0
24000,0.18461538461538463,0.18692307692307691,0
26000,0.12307692307692308,0.17846153846153848,0
28000,0.09230769230769231,0.17384615384615384,0
30000,0.15384615384615385,0.18153846153846157,0
32000,0.15384615384615385,0.16307692307692306,0
34000,0.11538461538461539,0.15769230769230771,0
36000,0.17692307692307693,0.15461538461538463,0
38000,0.34615384615384615,0.17461538461538462,0
40000,0.15384615384615385,0.16384615384615384,0
42000,0.13846153846153847,0.16384615384615384,0
44000,0.15384615384615385,0.16076923076923078,0
46000,0.06153846153846154,0.15461538461538463,0
48000,0.13846153846153847,0.15923076923076923,0
50000,0.11538461538461539,0.1553846153846154,0
52000,0.07692307692307693,0.1476923076923077,0
54000,0.1076923076923077,0.1469230769230769,0
56000,0.1,0.13923076923076927,0
58000,0.17692307692307693,0.12230769230769231,0
60000,0.11538461538461539,0.11846153846153847,0
62000,0.19230769230769232,0.12384615384615386,0
64000,0.13846153846153847,0.12230769230769231,0
66000,0.33076923076923076,0.14923076923076922,0
68000,0.26153846153846155,0.16153846153846152,0
70000,0.05384615384615385,0.1553846153846154,0
72000,0.18461538461538463,0.16615384615384615,0
74000,0.16923076923076924,0.17230769230769233,0
76000,0.15384615384615385,0.17769230769230773,0
78000,0.023076923076923078,0.16230769230769232,0
80000,0.4076923076923077,0.19153846153846152,0
82000,0.06153846153846154,0.17846153846153848,0
84000,0.15384615384615385,0.18000000000000002,0
86000,0.03076923076923077,0.15,0
88000,0.05384615384615385,0.12923076923076923,0
90000,0.1076923076923077,0.13461538461538464,0
92000,0.24615384615384617,0.14076923076923079,0
94000,0.16153846153846155,0.14,0
96000,0.015384615384615385,0.12615384615384617,0
98000,0.023076923076923078,0.12615384615384614,0
100000,0.1,0.09538461538461539,0
102000,0.015384615384615385,0.09076923076923075,0
104000,0.038461538461538464,0.07923076923076923,0
106000,0.17692307692307693,0.09384615384615384,0
108000,0.19230769230769232,0.10769230769230771,0
110000,0.11538461538461539,0.10846153846153846,0
112000,0.14615384615384616,0.09846153846153848,0
114000,0.046153846153846156,0.08692307692307692,0
116000,0.1,0.09538461538461539,0
118000,0.015384615384615385,0.09461538461538462,0
120000,0.12307692307692308,0.09692307692307693,0
122000,0.015384615384615385,0.09692307692307693,0
124000,0.1,0.1030769230769231,0
126000,0.03076923076923077,0.08846153846153845,0
128000,0.03076923076923077,0.07230769230769231,0
130000,0.18461538461538463,0.07923076923076924,0
132000,0.15384615384615385,0.08,0
134000,0.12307692307692308,0.0876923076923077,0
136000,0.16923076923076924,0.09461538461538462,0
138000,0.03076923076923077,0.09615384615384616,0
140000,0.13846153846153847,0.0976923076923077,0
142000,0.07692307692307693,0.10384615384615384,0
144000,0.17692307692307693,0.11153846153846154,0
146000,0.015384615384615385,0.11000000000000001,0
148000,0.08461538461538462,0.11538461538461538,0
150000,0.2692307692307692,0.12384615384615386,0
152000,0.1076923076923077,0.11923076923076922,0
154000,0.038461538461538464,0.11076923076923077,0
156000,0.16923076923076924,0.11076923076923076,0
158000,0.13076923076923078,0.12076923076923077,0
160000,0.038461538461538464,0.11076923076923077,0
162000,0.33076923076923076,0.13615384615384615,0
164000,0.046153846153846156,0.12307692307692308,0
166000,0.046153846153846156,0.12615384615384617,0
168000,0.16923076923076924,0.13461538461538464,0
170000,0.25384615384615383,0.1330769230769231,0
172000,0.23846153846153847,0.14615384615384616,0
174000,0.05384615384615385,0.1476923076923077,0
176000,0.38461538461538464,0.16923076923076924,0
178000,0.038461538461538464,0.16,0
180000,0.1076923076923077,0.16692307692307692,0
182000,0.06153846153846154,0.14,0
184000,0.1076923076923077,0.14615384615384616,0
186000,0.1076923076923077,0.15230769230769234,0
188000,0.1076923076923077,0.14615384615384616,0
190000,0.11538461538461539,0.13230769230769232,0
192000,0.07692307692307693,0.11615384615384616,0
194000,0.26153846153846155,0.13692307692307693,0
196000,0.08461538461538462,0.10692307692307693,0
198000,0.3384615384615385,0.13692307692307693,0
200000,0.09230769230769231,0.13538461538461538,0
202000,0.15384615384615385,0.14461538461538465,0
204000,0.25384615384615383,0.15923076923076923,0
206000,0.15384615384615385,0.16384615384615384,0
208000,0.023076923076923078,0.15538461538461537,0
210000,0.08461538461538462,0.1523076923076923,0
212000,0.09230769230769231,0.15384615384615383,0
214000,0.08461538461538462,0.13615384615384613,0
216000,0.03076923076923077,0.13076923076923075,0
218000,0.1076923076923077,0.10769230769230768,0
220000,0.16923076923076924,0.11538461538461539,0
222000,0.023076923076923078,0.1023076923076923,0
224000,0.05384615384615385,0.08230769230769232,0
226000,0.13846153846153847,0.08076923076923077,0
228000,0.3,0.10846153846153847,0
230000,0.11538461538461539,0.11153846153846154,0
232000,0.015384615384615385,0.10384615384615384,0
234000,0.1076923076923077,0.10615384615384615,0
236000,0.3769230769230769,0.14076923076923079,0
238000,0.12307692307692308,0.1423076923076923,0
240000,0.007692307692307693,0.12615384615384614,0
242000,0.038461538461538464,0.12769230769230772,0
244000,0.23846153846153847,0.14615384615384616,0
246000,0.05384615384615385,0.13769230769230772,0
248000,0.1076923076923077,0.11846153846153847,0
250000,0.25384615384615383,0.1323076923076923,0
