step,q_pred_mean,q_structural,q_inflation,q_inflation_pct,return_realised,log_prob_start
50000,-95.1345,0.0000,-95.1345,nan,-3.3164,nan
75000,2.6678,0.0000,2.6678,nan,-0.0658,nan
100000,7.8669,0.0000,7.8669,nan,-0.0533,nan
125000,10.1667,0.0000,10.1667,nan,-0.0312,nan
150000,10.8954,0.0000,10.8954,nan,0.0003,nan
175000,10.6185,0.0000,10.6185,nan,-0.0081,nan
200000,10.7635,0.0000,10.7635,nan,-0.0241,nan
225000,10.5533,0.0000,10.5533,nan,-0.0133,nan
250000,10.2979,0.0000,10.2979,nan,-0.0200,nan
