step,q_pred_mean,q_structural,q_inflation,q_inflation_pct,return_realised,log_prob_start
50000,-32.9579,0.0000,-32.9579,nan,-3.6054,nan
75000,8.4696,0.0000,8.4696,nan,-0.0047,nan
100000,9.5069,0.0000,9.5069,nan,-0.0557,nan
125000,8.6860,0.0000,8.6860,nan,-0.0205,nan
150000,10.0034,0.0000,10.0034,nan,0.0072,nan
175000,10.5577,0.0000,10.5577,nan,0.0343,nan
200000,10.9309,0.0000,10.9309,nan,0.0332,nan
225000,11.1496,0.0000,11.1496,nan,0.0274,nan
250000,11.4932,0.0000,11.4932,nan,0.0359,nan
