step,q_pred_mean,q_structural,q_inflation,q_inflation_pct,return_realised,log_prob_start
50000,-0.4869,0.0000,-0.4869,nan,-2.6885,nan
75000,-6.5253,0.0000,-6.5253,nan,-0.0165,nan
100000,-7.5866,0.0000,-7.5866,nan,-0.1178,nan
125000,-4.8721,0.0000,-4.8721,nan,0.0336,nan
150000,-3.2755,0.0000,-3.2755,nan,0.0322,nan
175000,-2.4238,0.0000,-2.4238,nan,0.0425,nan
200000,-1.7946,0.0000,-1.7946,nan,0.0415,nan
225000,-1.9320,0.0000,-1.9320,nan,0.0399,nan
250000,-1.8501,0.0000,-1.8501,nan,0.0417,nan
