step,frac_low_action,frac_low_rolling,collapsed
2000,0.08461538461538462,0.08461538461538462,0
4000,0.09230769230769231,0.08846153846153847,0
6000,0.15384615384615385,0.11025641025641027,0
8000,0.1,0.1076923076923077,0
10000,0.12307692307692308,0.11076923076923077,0
12000,0.1,0.10897435897435898,0
14000,0.11538461538461539,0.1098901098901099,0
16000,0.14615384615384616,0.11442307692307693,0
18000,0.13076923076923078,0.1201923076923077,0
20000,0.1076923076923077,0.12211538461538461,0
22000,0.13846153846153847,0.1201923076923077,0
24000,0.08461538461538462,0.11826923076923078,0
26000,0.08461538461538462,0.11346153846153847,0
28000,0.11538461538461539,0.11538461538461539,0
30000,0.14615384615384616,0.11923076923076924,0
32000,0.11538461538461539,0.11538461538461539,0
34000,0.08461538461538462,0.10961538461538461,0
36000,0.11538461538461539,0.11057692307692309,0
38000,0.1,0.10576923076923078,0
40000,0.14615384615384616,0.11346153846153847,0
42000,0.1076923076923077,0.11634615384615385,0
44000,0.1,0.11442307692307693,0
46000,0.06923076923076923,0.10480769230769231,0
48000,0.11538461538461539,0.10480769230769232,0
50000,0.13076923076923078,0.11057692307692307,0
52000,0.6923076923076923,0.1826923076923077,0
54000,0.6923076923076923,0.2567307692307692,0
56000,0.36923076923076925,0.2846153846153846,0
58000,0.05384615384615385,0.2778846153846154,0
60000,0.06923076923076923,0.27403846153846156,0
62000,0.46923076923076923,0.32403846153846155,0
64000,0.03076923076923077,0.31346153846153846,0
66000,0.7076923076923077,0.38557692307692304,0
68000,0.007692307692307693,0.30000000000000004,0
70000,0.0,0.21346153846153848,0
72000,0.0,0.16730769230769232,0
74000,0.007692307692307693,0.16153846153846152,0
76000,0.07692307692307693,0.1625,0
78000,0.0,0.10384615384615385,0
80000,0.4076923076923077,0.15096153846153848,0
82000,0.3769230769230769,0.10961538461538461,0
84000,0.5384615384615384,0.17596153846153845,0
86000,0.0,0.17596153846153845,0
88000,0.11538461538461539,0.19038461538461537,0
90000,0.03076923076923077,0.19326923076923078,0
92000,0.3923076923076923,0.2326923076923077,0
94000,0.06153846153846154,0.24038461538461536,0
96000,0.33076923076923076,0.23076923076923075,0
98000,0.34615384615384615,0.22692307692307692,0
100000,0.007692307692307693,0.16057692307692306,0
102000,0.26153846153846155,0.19326923076923078,0
104000,0.023076923076923078,0.18173076923076922,0
106000,0.27692307692307694,0.21250000000000002,0
108000,0.0,0.16346153846153846,0
110000,0.25384615384615383,0.1875,0
112000,0.0,0.14615384615384613,0
114000,0.0,0.1028846153846154,0
116000,0.0,0.10192307692307692,0
118000,0.17692307692307693,0.09134615384615385,0
120000,0.0,0.08846153846153847,0
122000,0.35384615384615387,0.09807692307692308,0
124000,0.0,0.09807692307692308,0
126000,0.0,0.06634615384615385,0
128000,0.0,0.06634615384615385,0
130000,0.6076923076923076,0.1423076923076923,0
132000,0.03076923076923077,0.14615384615384613,0
134000,0.5153846153846153,0.18846153846153846,0
136000,0.676923076923077,0.27307692307692305,0
138000,0.7538461538461538,0.3230769230769231,0
140000,0.0,0.32307692307692304,0
142000,0.015384615384615385,0.32499999999999996,0
144000,0.0,0.32499999999999996,0
146000,0.1,0.26153846153846155,0
148000,0.0,0.25769230769230766,0
150000,0.038461538461538464,0.19807692307692307,0
152000,0.0,0.11346153846153845,0
154000,0.38461538461538464,0.06730769230769232,0
156000,0.8538461538461538,0.17403846153846156,0
158000,0.14615384615384616,0.19038461538461537,0
160000,0.0,0.19038461538461537,0
162000,0.0,0.1778846153846154,0
164000,0.0,0.1778846153846154,0
166000,0.023076923076923078,0.17596153846153845,0
168000,0.0,0.17596153846153845,0
170000,0.7,0.2153846153846154,0
172000,0.676923076923077,0.19326923076923075,0
174000,0.5692307692307692,0.24615384615384614,0
176000,0.4461538461538462,0.3019230769230769,0
178000,0.0,0.3019230769230769,0
180000,0.007692307692307693,0.30288461538461536,0
182000,0.038461538461538464,0.30480769230769234,0
184000,0.8,0.4048076923076923,0
186000,0.0,0.3173076923076923,0
188000,0.0,0.2326923076923077,0
190000,0.7384615384615385,0.25384615384615383,0
192000,0.007692307692307693,0.19903846153846155,0
194000,0.8769230769230769,0.30865384615384617,0
196000,0.0,0.3076923076923077,0
198000,0.8,0.4028846153846154,0
200000,0.023076923076923078,0.3057692307692308,0
202000,0.2230769230769231,0.3336538461538462,0
204000,0.03076923076923077,0.3375,0
206000,0.007692307692307693,0.24615384615384617,0
208000,0.0,0.2451923076923077,0
210000,0.06153846153846154,0.1432692307692308,0
212000,0.015384615384615385,0.1451923076923077,0
214000,0.015384615384615385,0.047115384615384615,0
216000,0.34615384615384615,0.0875,0
218000,0.12307692307692308,0.075,0
220000,0.0,0.07115384615384615,0
222000,0.0,0.07019230769230769,0
224000,0.0,0.07019230769230769,0
226000,0.03076923076923077,0.06634615384615385,0
228000,0.6076923076923076,0.14038461538461539,0
230000,0.038461538461538464,0.14326923076923076,0
232000,0.16923076923076924,0.12115384615384615,0
234000,0.8923076923076924,0.2173076923076923,0
236000,0.7153846153846154,0.30673076923076925,0
238000,0.0,0.3067307692307692,0
240000,0.0,0.30673076923076925,0
242000,0.823076923076923,0.40576923076923077,0
244000,0.5076923076923077,0.39326923076923076,0
246000,0.23076923076923078,0.41730769230769227,0
248000,0.12307692307692308,0.4115384615384615,0
250000,0.0,0.3,0
