step,q_pred_mean,q_structural,q_inflation,q_inflation_pct,return_realised,log_prob_start
50000,-64.9474,0.0000,-64.9474,nan,-3.2697,nan
75000,6.5589,0.0000,6.5589,nan,-0.0250,nan
100000,10.4798,0.0000,10.4798,nan,0.0218,nan
125000,10.2505,0.0000,10.2505,nan,0.0489,nan
150000,11.0174,0.0000,11.0174,nan,0.0539,nan
175000,11.3838,0.0000,11.3838,nan,0.0520,nan
200000,11.7210,0.0000,11.7210,nan,0.0622,nan
225000,11.3477,0.0000,11.3477,nan,0.0619,nan
250000,11.0665,0.0000,11.0665,nan,0.0623,nan
