model,best_alpha,tau_days,yield_kg_ha,pct_mpc,mean_abs_du,du_reduction_vs_raw_pct,drought_days,waterlog_days,baseline_yield_kg_ha,baseline_mean_abs_du,reason
a3_0p50,0.5,1.4426950408889634,3835.9563720677593,100.66846089016576,0.9237301149798527,54.80705338466336,21.68034188034188,5.9282051282051285,3833.9270732872956,2.0439696549159656,smoothest alpha with yield>=3815 kg/ha (<= 0.5% below baseline) and waterlog<=6.8 d
a3_1p00,0.3,2.8036732520571284,3751.739740926948,98.4484405865997,0.604791275365288,68.66875915244303,25.324786324786327,17.153846153846153,3745.6731254770098,1.9303138305562706,smoothest alpha with yield>=3727 kg/ha (<= 0.5% below baseline) and waterlog<=17.6 d
a3_1p15,0.3,2.8036732520571284,3823.9773893762936,100.34776779250507,0.684420946161301,69.47782922941069,18.811111111111114,15.51025641025641,3827.9426188674956,2.242373097593695,smoothest alpha with yield>=3809 kg/ha (<= 0.5% below baseline) and waterlog<=15.9 d
a3_1p50,0.5,1.4426950408889634,3801.3451097638367,99.75232848531772,1.1556386878962914,57.54441062072338,23.452991452991455,13.836752136752137,3802.5532245049885,2.721994217468998,smoothest alpha with yield>=3784 kg/ha (<= 0.5% below baseline) and waterlog<=14.3 d
